date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,0-Min,Min-10%,10%-30%,Stats. Shading,70%-90%,90%-Max,Median (POR)
04-02,54.1732360249,61.2590663982,51.3245615706,44.003348566,73.5567604389,64.1800822423,65.2105330154,63.2607817722,62.5357919507,70.0446951468,49.622033595,35.7275521094,47.7103140567,46.9103076484,35.7275521094,44.7447416641,50.6435503803,63.6285019603,69.0778627206,73.5567604389,61.2590663982
04-03,54.0787401107,64.2527932568,50.2736284743,43.8064957931,73.1349669639,65.6553347914,66.9939157394,63.447083426,62.9978401718,70.493021025,51.3224138932,36.7908869498,48.036705991,46.7781686089,36.7908869498,44.6525378327,50.9028997257,64.8138098706,69.7931999679,73.1349669639,62.9978401718
04-04,53.1342366051,62.5298118817,50.7045944348,43.0999611156,73.0812491391,66.9432296371,66.3914874047,63.4591712144,62.6071212036,71.0289348214,54.7774737311,36.2567337179,48.0920293633,47.5672297397,36.2567337179,44.0983747652,52.162379737,64.6320976905,70.2117937845,73.0812491391,62.5298118817
04-05,53.4545438555,63.0562965582,51.2156712894,43.9931338187,72.3679590139,67.0846866871,66.2492970517,63.0049213308,64.5488763601,69.9780602514,56.7344816611,38.3115104635,48.0294639872,52.306582471,38.3115104635,44.8003998524,52.558994829,65.2290446368,69.3993855385,72.3679590139,63.0049213308
04-06,53.7298214945,63.544948679,50.8780763548,44.0623356279,72.0571163288,65.9591780819,65.7834586823,62.939421426,67.935993329,72.2043845753,57.8379127811,37.7964362275,48.30933307,59.0492017763,37.7964362275,44.9117351163,52.5891234386,65.8537464422,71.2328917288,72.2043845753,62.939421426
04-07,55.7001706423,63.4302379441,50.7740380006,44.0313039783,71.7579365638,65.9275049453,66.2291594831,62.6179638065,70.2078381976,72.9421272266,57.7489736595,44.8956938065,48.3276821033,60.3028163909,44.0313039783,45.5820914658,53.7297175856,66.0481667604,71.4479168906,72.9421272266,62.6179638065
04-08,61.5287738558,65.5225792112,49.7511512966,44.2481525807,71.4774398374,66.2719114005,67.1505247055,71.2265298548,72.0314297012,71.8858783051,57.6137622648,57.1524533943,48.6404292738,60.6352310021,44.2481525807,48.8625736784,57.4292387166,68.7809267652,71.8041906116,72.0314297012,65.5225792112
04-09,56.2612292973,65.2687814315,49.8488262691,47.0659071362,73.2651169502,65.5750163357,67.8789088119,72.1647576297,72.0180478817,75.8777525422,57.403994846,58.0195271942,48.5438694849,60.3622181604,47.0659071362,48.8048608417,56.9468886265,69.5345644398,73.0450450861,75.8777525422,65.2687814315
04-10,56.2295145247,64.566574914,49.5497963867,49.3679931851,73.927021462,68.6345306436,68.4231865796,72.3024626383,72.7116219706,75.2240860153,58.0742187785,57.987328986,49.1057562043,60.235862864,49.1057562043,49.4043538254,57.2842032015,70.1017034415,73.6839415637,75.2240860153,64.566574914
04-11,55.7924191902,64.0167863799,49.1000354123,48.2477215376,73.1737287481,69.2401624774,68.1451684156,71.9795639107,71.8368543391,71.1559959241,60.4373137304,48.7496682873,51.8409513816,61.2890012894,48.2477215376,48.8197417123,54.2118320668,70.0064958561,71.9510219964,73.1737287481,64.0167863799
04-12,55.1932549789,63.5198781108,49.8422548698,47.6745275215,73.3873002295,70.8334342956,67.5282611848,62.5337576099,71.0574212114,74.2469506688,62.3194253423,48.0609970521,56.5301698521,63.0003165857,47.6745275215,48.4172486156,55.9954039028,68.8503304291,72.9213244259,74.2469506688,62.5337576099
04-13,53.8924470293,63.3167920544,50.5584765273,47.0975634618,73.3166282966,70.9095015581,69.3000788255,69.1766691322,71.0025858766,73.5414297974,62.8876903093,48.9686999897,57.2331894122,66.7490764838,47.0975634618,49.2866552972,55.8968924591,69.9438479186,72.8538198126,73.5414297974,63.3167920544
04-14,53.4114982378,63.6582894873,50.8215571436,48.7486200121,73.8445742662,73.060183966,71.7795675561,74.7125610521,70.8407215709,72.9269191537,62.5012065184,47.4824193413,57.7752239337,68.5729756152,47.4824193413,49.1632074384,56.0297336553,72.2385081952,73.6876962062,74.7125610521,63.6582894873
04-15,53.1018517969,63.8703336168,58.5007074366,48.4281702376,73.9653192699,72.8497482528,73.6891639789,69.6751228252,72.1737971929,72.429304287,62.1283388983,46.2195401842,57.4868833961,69.4704256115,46.2195401842,49.3629065494,58.0951778204,72.2760000305,73.5212808337,73.9653192699,63.8703336168
04-16,53.4272806095,63.8269793067,50.0954961376,50.3468422418,73.2765232139,72.7528231955,74.4524126606,70.3256438626,73.2456694993,72.6107044443,62.7303927975,47.0146314834,59.980823192,68.2200257067,47.0146314834,50.1457653585,57.359406159,72.6675519448,73.270352471,74.4524126606,63.8269793067
04-17,52.9113655913,64.9609983854,49.8769815257,52.9831493,73.1979280525,72.3375633273,74.0603226067,76.4678112291,74.2854689592,69.2674846274,62.1385798018,55.2380854185,61.6306485128,68.0355917946,49.8769815257,52.925722333,59.0736232751,72.6817092174,74.2404396887,76.4678112291,64.9609983854
04-18,52.4408601475,64.5664643376,50.1483920757,53.4465898349,73.3567837361,71.6064472112,73.6830409773,70.6873268044,73.5736980421,72.0504282392,61.7406508091,57.2272655711,63.4285702192,67.9029124872,50.1483920757,52.642006085,59.9352967139,71.7840396224,73.5303151809,73.6830409773,64.5664643376
04-19,56.06105747,64.2064881012,49.4533417417,57.8727175582,72.7546722897,71.9352022467,73.3380915173,71.3865465924,74.6339182642,65.7884020477,61.5728078318,59.4214055925,65.965895912,67.8279207859,49.4533417417,56.4233894877,60.7122469361,71.6060088541,73.2214076718,74.6339182642,65.7884020477
04-20,56.4926812942,64.1329054989,49.6761895134,61.2033333627,73.783432878,71.28572139,73.3881990652,71.4634073258,76.8006417065,67.154480373,62.3449481394,66.4419046831,65.2269766108,67.8581795998,49.6761895134,57.4348117079,63.4177225551,71.3567957643,73.7043861154,76.8006417065,66.4419046831
04-21,57.4588503133,64.7353358698,50.0457732402,60.5584375665,75.0905965916,71.366920842,73.0677917254,71.6061664358,75.2633433299,63.4102733374,62.0365597364,67.2490857389,64.8659985823,67.7561912336,50.0457732402,58.0787677639,62.860787897,71.4626190795,74.6860356184,75.2633433299,64.8659985823
04-22,57.4459430429,63.970754069,51.7140352913,60.2452855477,76.8251956706,72.0296340732,73.768259933,69.0575542185,73.7963082079,71.9351053559,62.17953224,68.8171680599,64.6382833387,68.8796343455,51.7140352913,58.0058115439,63.2542653374,71.9729168428,73.7906985529,76.8251956706,68.8171680599
04-23,56.2326966683,63.8238367462,54.458704567,59.9891681649,76.2347244052,73.4519642036,72.7357871023,71.9116884727,73.1445517044,72.5098549607,62.1934923801,67.797329352,64.7325870816,69.4913971984,54.458704567,56.9839909676,63.1716989998,72.6002278174,73.3904817038,76.2347244052,67.797329352
04-24,56.1315278852,63.2253477524,52.3956115926,59.8779591414,76.2838900487,73.7406122956,73.7809847649,71.2697217215,74.8052510391,72.2023624305,62.8002873089,65.9723985571,66.4175127317,70.076225925,52.3956115926,56.8808141364,63.055323575,72.8176623765,74.6003977842,76.2838900487,66.4175127317
04-25,56.7222249998,63.4108598189,52.8778148749,59.7690899892,76.1534889597,73.5044010535,73.5059008489,72.8195397203,75.4823764615,73.1249267218,63.3701597949,65.7555705374,67.8954430761,70.4211718047,52.8778148749,57.3315979976,63.3945798093,73.2767164545,75.087081339,76.1534889597,67.8954430761
04-26,57.7797565411,63.5073721121,52.7529680837,59.9225422816,75.7167413421,73.4454606066,73.2240393393,79.979148959,75.1615461138,69.9375183288,63.7007333367,64.9112059973,67.6367016378,69.6816403847,52.7529680837,58.2083136892,63.6233888468,73.3126078462,75.6057022964,79.979148959,67.6367016378
04-27,58.8743202703,65.478246078,52.7093853942,59.7628454793,75.5703866017,73.4092924137,72.7967807737,80.4278227664,73.6373843904,73.0563822119,64.8429622558,65.706713373,69.5474474182,68.9266236533,52.7093853942,59.0520253121,65.2241325492,73.1975462927,75.1837861595,80.4278227664,69.5474474182
04-28,57.7652564201,67.1176283109,56.5274234654,59.3811356031,76.165285143,73.1898242726,73.5260515951,84.6261554938,74.5472791947,71.9097287748,63.9969629257,66.7086194959,69.9386174084,68.5892142187,56.5274234654,58.0884322567,65.6239568678,73.3243152016,75.8416839533,84.6261554938,69.9386174084
04-29,59.4877947735,66.7021318223,63.4543943657,59.7191498845,77.6538488201,72.5894129085,74.7296259756,84.3481831,73.849041042,73.6035484038,63.2549319267,68.5142303338,70.6724734688,68.9798909278,59.4877947735,60.4263062929,65.4030368396,73.7017454591,77.0690042512,84.3481831,70.6724734688
04-30,59.7837707284,65.872022067,68.403690069,58.9545560633,79.2610456468,72.779062321,74.4291963345,79.8887598109,73.2624293467,70.428365112,64.9280257929,67.5013866029,71.5984084272,70.2885490871,58.9545560633,60.8126217413,66.8496407886,72.9724091313,78.2946757843,79.8887598109,70.428365112
05-01,58.8277688983,66.780560874,68.8611142193,53.5948278253,79.0024137317,72.2069661715,76.5454104525,79.7836469434,73.1900251679,73.0290708184,65.1863846531,67.8869630843,72.0871890158,70.2269683411,53.5948278253,60.0994920493,67.4444022002,73.0934525582,78.5110130758,79.7836469434,72.0871890158
05-02,58.6221178618,67.3161837112,67.8260044373,53.338601595,77.7027815717,72.5183454712,76.0946737151,79.8982272457,74.3857208545,72.3833315108,65.3344768808,67.7596123113,76.4464333883,69.5351521465,53.338601595,59.9645896656,67.5822408712,75.0693019987,77.451511935,79.8982272457,72.3833315108
05-03,57.9404966703,71.1653594431,68.7437749572,53.3445647254,77.7487421629,74.3362752732,75.6379395711,84.3068489464,73.5237872395,76.1287446432,64.2270427054,67.0357718847,76.1788808436,69.7115184129,53.3445647254,59.1978058774,68.0605737282,75.8342615999,77.434769899,84.3068489464,73.5237872395
05-04,58.6555120112,71.0101160498,68.6796885795,56.7222418604,77.1955226162,74.822866656,76.005106362,82.9888174009,73.1298820642,77.6613105758,63.3564844772,67.8408605895,78.178405994,69.6290469393,56.7222418604,59.5957065044,68.3441573835,76.4812728637,78.0749869104,82.9888174009,73.1298820642
05-05,60.3413416168,70.7268752192,68.9539943846,62.7618554241,77.1817128466,75.6005452967,77.2806458395,79.6166206414,72.119068356,78.9900850558,64.3945126987,66.8594366498,79.0088688749,69.7196995613,60.3413416168,63.088386879,68.1161712907,77.2212860437,79.0051121111,79.6166206414,72.119068356
05-06,64.8276709981,71.0647565396,67.8659794502,63.5451638096,81.039472014,78.8065424086,76.5398995003,82.628335757,72.8109268214,79.3305474907,65.0901571705,67.3355447942,77.9746583407,69.6397138786,63.5451638096,64.8801682326,67.6538055878,78.3074119679,80.6976871094,82.628335757,72.8109268214
05-07,68.8147190024,71.4250490314,67.8324596766,57.3240350419,81.7644299708,78.4142517671,76.5460916804,81.7009074064,73.2645703739,79.3865774697,66.3082473996,67.0881728045,78.4116807302,68.5747993516,57.3240350419,66.4642324806,68.4218152721,78.412709145,81.238041419,81.7644299708,73.2645703739
05-08,70.3190806652,71.0129737942,65.4759043954,59.170610366,80.5206276086,77.126720635,78.2080849604,82.2590691044,72.5580724566,79.2668481044,66.2271764459,68.5966551814,77.5274279172,67.9310659882,59.170610366,65.6261588055,69.6301104717,77.7996907345,80.2698717078,82.2590691044,72.5580724566
05-09,69.916077191,73.0945345889,68.9450702215,63.3402736687,79.7793362483,77.2732968877,77.9281108102,83.439643904,72.1882219085,78.7777326687,66.0673987329,68.3413749747,78.7006394301,67.5568186364,63.3402736687,66.5221939813,69.5276744032,78.2371222582,79.5790155324,83.439643904,73.0945345889
05-10,68.9343620145,79.4314380332,71.503699618,62.9823770348,80.9891624579,77.7426335932,80.4212602897,73.0318030943,72.3184557603,79.6392807179,66.7262675907,68.4403945645,83.5486177713,66.9839452394,62.9823770348,67.0690929855,70.4759645766,79.5145751071,80.8755820243,83.5486177713,73.0318030943
05-11,68.565616359,78.8198188861,71.4901770785,57.8518577072,82.340394138,77.2090902833,81.4014052326,89.0165879884,72.1155870568,80.1849121911,66.7984648026,71.3306954337,83.2657073083,67.1455864678,57.8518577072,67.1518951139,71.4263844206,80.6715094077,83.0806446742,89.0165879884,77.2090902833
05-12,66.8566858336,77.772249229,71.8242446516,57.7204372846,84.0291501607,77.6695057857,84.001914676,89.4963861905,72.6507307667,79.2525670169,68.2560251395,76.0710931871,83.0023455737,67.1719320126,57.7204372846,67.1365536948,72.3201363207,80.7524784397,84.0237030637,89.4963861905,77.6695057857
05-13,67.0273248848,79.8517453093,78.942005269,57.6179492264,85.0625028071,77.6517625886,87.3049022404,90.0611601511,73.8905186344,81.9716446577,69.0477410874,74.4430393636,85.8936322157,69.3603754137,57.6179492264,67.4314081253,74.2220310719,83.2079879175,87.0226482354,90.0611601511,78.942005269
05-14,68.9547421154,80.2078182234,70.5962550486,57.5543308246,84.9364862024,78.4532215371,86.0406906645,87.0327091295,75.5755524311,85.3219773388,78.6165892883,74.377687983,86.3473821882,71.8060397247,57.5543308246,69.2830447021,75.0964066518,85.090682657,86.2860438834,87.0327091295,78.6165892883
05-15,68.5076429583,79.8417771071,70.2293290338,57.3898988695,84.0687050338,81.8214070257,84.5577136247,86.2587223246,78.1401627176,81.6278699823,78.6636415579,73.3748863803,88.0584306586,74.9450999785,57.3898988695,68.8519801734,76.2340521827,82.7203262289,85.9185205846,88.0584306586,79.8417771071
05-16,69.8132445753,78.6178554766,72.66112862,60.0583274452,83.4308188973,87.8148289953,83.6255271154,85.6953970141,80.3576453114,81.1902033278,79.6606678131,70.7726723321,89.5660240457,76.1276213663,60.0583274452,70.0051301266,76.2351647339,83.5087021845,87.3909425991,89.5660240457,80.3576453114
05-17,70.7637248917,76.9481092991,72.0226865621,61.9749238956,83.895447569,87.0521224716,83.2131469968,85.3300035469,88.8115626584,74.449176313,80.3475068284,67.4668385228,87.7038917247,77.8735605681,61.9749238956,68.1262157966,73.4785804127,84.4692699602,87.573537874,88.8115626584,80.3475068284
05-18,69.7030330632,76.5039400295,70.9600617088,65.8608051042,83.7914175834,87.4714092496,82.5076819164,84.8676321157,85.6018384525,81.7436094964,79.7104736796,70.4572247819,88.4689074588,77.4978604067,65.8608051042,69.853871407,74.2863887012,84.2219033963,87.0974950902,88.4689074588,81.7436094964
05-19,67.5083447595,75.1654906281,69.9667889178,65.9075566855,86.2586181284,88.63376469,82.2762927557,84.0657418678,76.8586832011,80.9284037272,72.8432707646,67.2876141432,88.7151039128,79.7882370375,65.9075566855,67.3317602664,71.6926780259,82.9920724005,88.1587353777,88.7151039128,76.8586832011
05-20,68.9179150467,74.4862802473,68.9006805816,66.2676046124,86.3393838581,89.6028284543,81.7767067889,83.6500241553,80.5120292495,80.2794331315,74.5836535873,69.2542832953,90.3996284,80.8951690348,66.2676046124,68.9041274746,72.3934814665,82.5260337355,88.9501395351,90.3996284,80.2794331315
05-21,68.4108102608,74.3439376085,62.8257847225,65.7190124702,86.2753339016,91.3905337826,81.9147745896,83.219421808,82.3632211379,79.6762849205,89.2740007134,67.9867340541,88.7842930635,80.3047950436,62.8257847225,66.172556787,71.9706866694,84.4417866454,89.1760591834,91.3905337826,81.9147745896
05-22,67.850320208,73.5068594043,69.1153001084,64.6232765891,86.9236562318,90.5527797127,82.7256774643,82.6412093042,81.098004449,78.4770358874,88.1883879538,68.2579366383,88.4564380779,78.3638717788,64.6232765891,67.931843494,71.7502356859,84.4048689713,88.4028280531,90.5527797127,81.098004449
05-23,68.6853149132,73.0135352273,68.8118769111,66.5123275038,86.9313975534,89.8899817871,82.4786782905,83.0770228782,82.4182240407,71.6234832583,81.3807838266,68.7223006181,88.8347993746,78.1286990738,66.5123275038,68.6927120542,70.4988407194,82.7180161256,88.4541190103,89.8899817871,81.3807838266
05-24,68.5010283099,72.3726444562,68.9879242621,71.0858094763,86.9783609405,89.4630012391,82.7248597067,82.7888131711,82.4232404739,74.024497551,90.6517336164,73.357230727,89.4218248239,80.7579532243,68.5010283099,69.407501305,72.9633962187,84.4646322789,89.4547659561,90.6517336164,82.4232404739
05-25,67.7588522718,71.5371848153,68.8980191147,68.5197839179,86.4126687821,89.1851451406,82.8024111751,82.4476930916,80.6898448451,73.5012803609,89.8215172197,73.2389566891,87.8958850701,80.6766413135,67.7588522718,68.5954309573,72.5582479396,84.2465142179,88.9272931265,89.8215172197,80.6898448451
05-26,67.7671783175,71.3712483157,73.9136763081,68.4951904063,85.8523331076,88.7695525407,82.5136294642,81.5780519758,84.6192045777,76.3322999878,89.2646131287,84.1895677672,86.5352362916,80.1123934123,67.7671783175,69.0704019882,75.3648505159,85.1124559896,88.3226892909,89.2646131287,82.5136294642
05-27,68.5539900007,71.1926798118,67.5241520704,67.6428170378,85.2256289962,87.6025339112,82.4317449558,81.3497597787,83.6723651104,75.8871460456,88.1357708631,79.9002644124,85.8830068468,80.3823914781,67.5241520704,67.8250516303,74.0093595521,84.2936706647,87.2586284983,88.1357708631,81.3497597787
05-28,68.1619694866,70.376464237,66.779137228,66.926587225,85.683194793,86.5439788774,81.8638523101,80.6905426553,86.519852974,75.2548281279,87.8946648711,80.018719193,85.3206678854,80.3217556547,66.779137228,67.1736636773,73.3034825715,85.4656786484,86.5391536967,87.8946648711,80.6905426553
05-29,73.0998432161,69.9125258958,66.0320678106,66.2892688282,84.8429131874,89.0496956163,81.9813832725,79.9523074474,84.0284857983,75.6460884452,87.5369728662,78.7263412919,84.7188464803,82.0010588452,66.0320678106,67.0139202417,74.6275903536,84.3046300711,86.9981609305,89.0496956163,79.9523074474
05-30,67.4812292197,69.1195224779,65.3274227436,65.9521810622,84.5468007726,89.3981328444,81.570116561,79.5675209921,82.3227435914,75.3649218532,86.6350295805,80.674524271,84.1046661422,81.8793401532,65.3274227436,66.2579906937,72.8667621031,83.0355126117,86.2173838189,89.3981328444,80.674524271
05-31,66.7344149831,68.6848836254,65.7391135039,66.4627033353,84.2927382768,88.9326977862,81.5092377705,79.0675404446,86.1174398622,75.2147412448,86.2072542656,82.2237915049,82.0567462412,81.8902481844,65.7391135039,66.5170456648,72.6027981971,83.0513702137,86.189291385,88.9326977862,81.5092377705
06-01,66.7881672375,68.0189906756,64.7465949825,66.2766567851,83.2857839609,88.9431725851,81.2946555024,78.6089974745,86.3963394094,74.9226965812,77.6857229687,82.1012535211,81.6436625022,81.1660123216,64.7465949825,66.3789588756,72.161214219,81.8266989098,85.7742283197,88.9431725851,78.6089974745
06-02,73.6994224548,69.5999220656,64.1599886058,72.1110386626,83.1942205875,90.3476244007,81.5068141348,78.0817406031,88.0191157625,74.8155324034,78.2463503161,80.2541526613,83.6779053656,80.7729117629,64.1599886058,70.102145385,74.3690884239,82.1817767159,87.1508736831,90.3476244007,78.2463503161
06-03,73.2785831716,69.2990117336,63.3949364922,70.8702038018,82.6081037806,90.2390296291,82.606993073,77.8314671832,87.9837558039,74.9326314118,77.8402730802,81.8396251886,83.6979069672,80.0029837331,63.3949364922,69.6132501473,74.2710121158,82.607437356,87.1265860365,90.2390296291,77.8402730802
06-04,72.7372267265,69.0361400433,63.4044131601,66.0900076983,82.0193590393,82.5663875453,82.8443569175,77.6046696386,89.7206595861,74.9733274168,77.8309439974,77.56391048,83.6982258882,80.0719735565,63.4044131601,66.6792341673,74.0788871407,82.2381704417,83.5274520941,89.7206595861,77.6046696386
06-05,72.2216373779,68.8511943187,62.5966214512,65.1184698189,81.721558644,82.6110935968,82.8831361601,77.7813769782,89.2319778704,75.0437475476,87.5407463034,80.8042927025,85.8609255571,78.1650440571,62.5966214512,65.8650147189,73.9149034797,82.7199106221,87.2047821541,89.2319778704,80.8042927025
06-06,71.8201160008,68.7283888599,62.2670999369,64.4994671225,81.1440210041,82.0432632631,82.5653917216,77.9885005476,89.5335169225,74.3451796481,86.8412437715,79.1709628329,88.5530558431,76.6739143766,62.2670999369,65.3452514699,73.3351541892,82.2521146465,88.2106934288,89.5335169225,79.1709628329
06-07,71.9545126373,67.6702571665,62.1746514629,63.4547750728,80.8724423431,81.6495239226,82.1488895469,77.3186482415,89.947039188,68.2108348728,86.2355506227,79.1940602669,88.7169696505,76.1036070081,62.1746514629,64.2978714915,70.4570415315,81.8492701723,88.2206858449,89.947039188,79.1940602669
06-08,71.0482581372,66.9652950919,61.019593046,71.8576176083,80.9570770775,81.3544565906,82.4084009488,77.6593655988,89.4916375267,70.577079587,86.7920933845,78.1498845751,88.0934257889,75.8646647993,61.019593046,67.6876519909,71.5338738199,81.7760343339,87.833159308,89.4916375267,78.1498845751
06-09,69.9905370942,66.4585045387,60.7613620117,61.9285724434,80.722442677,80.4097686765,82.9672768643,76.9704050649,84.7643375318,73.508625577,86.3322116341,77.0650652061,86.3145972181,75.9512387702,60.7613620117,62.8345588624,72.1013901839,81.6203763519,86.0045452809,86.3322116341,77.0650652061
06-10,69.1285432606,66.143848389,59.9700799033,61.0830277174,81.565894204,79.7293891736,82.3777013179,76.0394148447,82.4074388403,73.864827324,85.5776317314,76.4742120578,85.4162235197,76.1222292795,59.9700799033,62.0951918517,71.9703136987,81.8906170495,84.8144665838,85.5776317314,76.4742120578
06-11,68.4361818247,65.6972282885,58.6947060963,60.6630508042,81.5650333253,79.1738303381,81.9979351179,76.27078766,78.325342431,74.2363910642,84.8648370833,75.4445596204,84.8646998922,78.8935760936,58.6947060963,61.6698863011,71.9163073684,80.130311533,84.2913469374,84.8648370833,76.27078766
06-12,68.0078743684,64.6548300309,58.1470015047,59.6412759167,81.3851912902,79.0493658467,81.8434167194,75.9183606367,86.508651369,73.9045835087,84.145419639,74.583499142,84.9387885795,78.8920740449,58.1470015047,60.6439867395,71.5458998526,81.5684814618,84.7801147914,86.508651369,75.9183606367
06-13,66.4363071014,64.9255093289,57.6635608049,59.8474120794,82.3285879958,78.5579554368,81.509804395,74.8363335518,79.7029559666,73.7914529203,83.5557545919,73.3139497067,86.5290182838,79.1126056904,57.6635608049,60.8630315293,70.5628926646,80.425695338,83.3103212726,86.5290182838,74.8363335518
06-14,63.0890356391,64.3237209363,59.8263482199,58.9663144566,83.0663105189,79.1060985613,80.9032690502,74.6950193595,82.9723532925,73.6671719799,82.2703338061,71.4071695726,85.6686149487,78.0854432753,58.9663144566,60.4788857038,68.5737901181,81.4500949526,83.0475190737,85.6686149487,74.6950193595
06-15,65.8015071055,64.0534728408,59.2645567053,58.636548236,83.5426682282,79.2409683449,80.1987794542,73.903800832,85.6152620894,67.4128576968,81.6607776349,66.1383242485,85.1243938752,,58.636548236,60.2223399324,66.0035973913,80.7835787265,84.8080487458,85.6152620894,73.903800832
06-16,64.8575397411,63.7071735156,59.1502331536,60.6221860581,83.1746126288,78.9436888787,79.7591298238,73.4680562829,85.038281393,72.5516938291,80.7014056931,60.3730822548,86.1014244223,,59.1502331536,60.4229030154,64.3973932509,80.1360401715,84.6655476402,86.1014244223,73.4680562829
06-17,64.263113957,64.377448579,62.1754520509,62.8480573185,83.3053107107,78.3327338063,79.1425974017,72.6770340382,82.9749245202,71.972273383,79.6147354011,54.4998758018,86.2870867676,,54.4998758018,62.3099731044,64.3317147302,79.3314526014,83.2392334726,86.2870867676,72.6770340382
06-18,64.1301173864,63.0546069381,62.3573927499,64.9397907299,82.5414739539,78.2204259036,78.6912869348,74.4662248674,84.8838860049,71.76481422,79.2991132987,53.4142265289,85.9734522444,,53.4142265289,62.4968355875,64.6159213925,78.9344174804,84.4154035947,85.9734522444,74.4662248674
06-19,63.399872118,61.9223687531,61.5010410497,57.5646790817,82.5249058869,77.8406330402,78.296932122,74.7277556554,88.018588071,71.1345922143,77.4541403105,55.8119371552,85.0471175305,,55.8119371552,58.3519514753,62.808870772,78.0231526729,84.5426752018,88.018588071,74.7277556554
06-20,63.1858556538,60.6386758468,61.316973658,57.1032406307,82.1554631978,77.6339462627,77.6668234552,74.5226292365,86.0426127192,70.7622461269,77.1357245586,60.0541845198,83.7847490401,,57.1032406307,60.1710827852,62.4383028555,77.6470971397,83.4588918716,86.0426127192,74.5226292365
06-21,63.7210693548,58.7523000441,60.5356184597,56.2149055692,81.6086274421,76.8802641281,77.0302130324,74.2639553055,82.8302709806,70.4361323463,76.2295741532,60.6118111823,82.5020056673,,56.2149055692,59.1089637272,62.4773660858,76.9402436898,82.3233300222,82.8302709806,74.2639553055
06-22,63.6705976435,57.9464519107,43.0148260452,55.7706816525,81.136751311,76.9563458874,76.8355441968,74.0886753985,85.3988231247,70.2540099808,75.776770626,70.8008697007,81.0663001118,,43.0148260452,56.2058357041,67.6206450458,76.883864873,81.1226610712,85.3988231247,74.0886753985
06-23,63.7993997539,56.7018040926,43.2255121965,55.206446603,80.5163570089,76.3684815807,76.1363545607,73.3134119045,85.7482281893,69.5160395697,74.9900333798,63.6737014861,80.0500108205,,43.2255121965,55.505518101,63.7491204468,76.2292053687,80.4230877712,85.7482281893,73.3134119045
06-24,63.6539274467,55.5923556,41.865403746,54.8265622586,79.9123469252,76.4923724517,76.1791546399,72.9626855852,83.987383805,69.2453042486,73.4998624095,65.0685187406,78.4802088236,,41.865403746,54.9797209269,64.502682223,76.3044417646,79.6259193048,83.987383805,72.9626855852
06-25,60.4840062569,54.3697974616,41.0743484207,54.1878259661,79.1001106326,76.1993390063,75.8457471319,72.1022755171,86.2499988875,69.0086888299,73.4100291038,63.6697015563,77.0227024682,,41.0743484207,54.2242202652,62.3954234365,75.9871838816,78.6846289997,86.2499988875,72.1022755171
06-26,63.2229064285,53.7249655504,40.8145370839,53.8856111179,78.4261315551,74.862584677,75.094950596,71.1763974008,87.8779728795,68.2836432622,73.1978813756,65.9412473663,75.3868266956,,40.8145370839,53.7570946639,64.8539109912,74.9555310446,77.8182705832,87.8779728795,71.1763974008
06-27,62.649828344,52.8928630472,40.2369125105,57.0764623008,78.0953533204,74.5403746905,74.4670511508,70.5506209368,87.6065466268,78.6543905635,73.1162209594,80.9075496652,73.6075004363,,40.2369125105,53.7295828979,67.3903038997,75.9623661424,80.4569178448,87.6065466268,73.6075004363
06-28,62.5083230002,52.9832364261,38.8743169188,52.8047409476,77.7794498803,73.3665146889,74.2462652997,69.5237304036,87.421791717,78.442007734,74.1614944107,73.3970097135,72.0295510296,,38.8743169188,52.8404400433,66.7175674422,74.1954027663,78.3094961632,87.421791717,73.3665146889
06-29,62.2312390588,51.9690316979,38.604459942,54.439922915,77.0714521793,73.4363331782,73.8221690898,67.9444583374,87.1463468655,78.0626319109,75.2361582154,79.2465981748,71.0621888258,,38.604459942,52.4632099413,65.6591706259,75.970275801,79.009804922,87.1463468655,73.4363331782
06-30,61.8653790466,52.1560384189,38.2607195062,56.9278276242,76.9021641624,72.9251822608,73.4032300552,66.4501717064,87.2711460775,77.5018994271,77.1539328203,78.8735607789,70.1930837556,,38.2607195062,53.11039626,64.6162546425,77.0028716255,78.5992285086,87.2711460775,72.9251822608
07-01,61.4216769912,51.135278819,37.9723000189,55.5113715001,76.2950540069,72.9708165682,73.085648697,65.7603480271,85.876958291,76.6370274877,78.826401532,78.9232501455,69.5683924601,,37.9723000189,52.0104973552,64.0248796127,76.4318433993,78.9038804228,85.876958291,72.9708165682
07-02,61.4718260689,43.1094661166,37.8881471428,55.5184646316,76.7035579961,73.7940708397,72.7117246333,64.7669045986,84.9661772878,76.9621872716,78.947015933,78.2728576786,68.8337038196,,37.8881471428,45.5912658196,63.4488731867,76.8070097063,78.8121842821,84.9661772878,72.7117246333
07-03,54.8643445845,50.6699611497,37.4990160692,50.9542936804,76.7074949965,74.4764246749,72.2468141678,64.2735570416,85.0101007874,76.1943764629,81.6971282057,78.4253474896,68.0535635814,,37.4990160692,50.7268276558,60.5098720588,76.3996238763,81.0427720625,85.0101007874,72.2468141678
07-04,60.5259726457,50.1714836007,37.2015126753,51.2647251421,78.0324418131,73.8601028329,72.2108722715,63.9248140114,84.9633167351,76.3795286825,80.8829518457,80.4471149856,67.7050800316,,37.2015126753,50.390131909,62.5652774652,77.0406939347,80.7957844737,84.9633167351,72.2108722715
